NP_536684.2	NP_001186229.1	30.097	206	120	7	25	211	45	245	3.47e-09	58.5
NP_536684.2	XP_009298065.2	28.571	140	92	5	110	245	33	168	4.04e-09	57.8
NP_536684.2	XP_073796510.1	34.247	146	83	5	27	165	18	157	1.27e-08	55.8
NP_536684.2	NP_001002444.2	25.128	195	130	6	27	211	55	243	2.83e-08	55.8
NP_536684.2	XP_073788370.1	26.178	191	132	5	29	215	2	187	3.07e-08	55.1
NP_536684.2	NP_001018519.1	34.247	146	83	5	27	165	18	157	3.90e-08	55.5
NP_536684.2	XP_073787220.1	30.583	206	116	9	27	211	52	251	3.92e-08	55.5
NP_536684.2	XP_073788974.1	26.341	205	135	8	13	206	30	229	7.43e-08	54.7
NP_536684.2	XP_073788973.1	26.341	205	135	8	13	206	30	229	7.43e-08	54.7
NP_536684.2	XP_073770434.1	29.457	129	83	5	80	206	45	167	1.10e-07	53.9
NP_536684.2	NP_001017731.1	27.670	206	122	7	32	211	9	213	2.11e-07	52.8
NP_536684.2	XP_005163472.1	28.000	225	135	8	8	211	1	219	2.30e-07	53.1
NP_536684.2	XP_017212892.1	28.502	207	122	7	25	211	20	220	9.13e-07	51.2
NP_536684.2	XP_005162937.1	25.263	190	127	6	27	207	33	216	9.18e-07	51.2
NP_536684.2	XP_073796309.1	25.263	190	127	6	27	207	33	216	1.09e-06	50.8
NP_536684.2	XP_017206915.1	29.469	207	121	8	25	211	48	249	1.21e-06	50.8
NP_536684.2	XP_690042.2	29.469	207	121	8	25	211	48	249	1.38e-06	50.8
NP_536684.2	XP_073796726.1	27.228	202	120	6	36	211	33	233	1.66e-06	50.4
NP_536684.2	NP_001313470.1	25.521	192	120	6	27	206	3	183	1.92e-06	50.1
NP_536684.2	XP_021331215.1	25.521	192	120	6	27	206	3	183	2.06e-06	49.3
NP_536684.2	XP_073786428.1	25.000	208	127	6	32	211	10	216	2.92e-06	49.3
NP_536684.2	XP_068071004.1	25.000	208	127	6	32	211	10	216	2.92e-06	49.3
NP_536684.2	NP_001410175.1	25.000	208	127	6	32	211	10	216	2.92e-06	49.3
NP_536684.2	NP_991211.1	30.460	174	104	8	1	164	3	169	1.05e-05	48.1
NP_536684.2	NP_957175.1	27.660	188	119	8	30	206	57	238	1.19e-05	47.8
NP_536684.2	XP_009297199.1	25.434	173	113	6	32	195	33	198	1.56e-05	47.4
NP_536684.2	NP_956861.2	26.087	207	144	5	16	216	17	220	1.75e-05	47.0
NP_536684.2	NP_001004641.1	28.761	226	121	9	30	229	37	248	1.94e-05	47.4
NP_536684.2	NP_919387.1	28.409	176	103	8	28	193	3	165	5.55e-05	45.4
NP_536684.2	NP_001070025.1	26.923	156	97	5	33	184	44	186	9.28e-05	45.1
NP_536684.2	XP_073779027.1	30.000	180	97	8	27	199	34	191	1.66e-04	44.3
NP_536684.2	XP_073779026.1	30.000	180	97	8	27	199	34	191	1.66e-04	44.3
NP_536684.2	XP_073779108.1	30.872	149	90	6	27	169	34	175	2.98e-04	43.5
NP_536684.2	XP_073779107.1	30.872	149	90	6	27	169	34	175	2.98e-04	43.5
NP_536684.2	XP_073779105.1	30.872	149	90	6	27	169	34	175	2.98e-04	43.5
NP_536684.2	XP_073779104.1	30.872	149	90	6	27	169	34	175	2.98e-04	43.5
NP_536684.2	XP_073779103.1	30.872	149	90	6	27	169	34	175	2.98e-04	43.5
NP_536684.2	NP_956847.1	25.926	135	89	4	32	157	5	137	0.001	41.6
NP_536684.2	NP_001038910.1	26.596	94	62	2	30	118	7	98	0.003	38.9
NP_536684.2	XP_002660947.4	26.901	171	99	8	34	197	45	196	0.004	40.0
NP_536684.2	XP_073798021.1	23.697	211	127	6	27	209	119	323	0.028	37.7
NP_536684.2	XP_073798022.1	26.490	151	98	5	27	170	119	263	0.036	37.4
NP_536684.2	XP_068073440.2	26.490	151	98	5	27	170	119	263	0.040	37.0
NP_536684.2	XP_073779025.1	30.409	171	90	9	36	199	65	213	0.043	37.0
NP_536684.2	XP_073779023.1	30.409	171	90	9	36	199	65	213	0.043	37.0
NP_536684.2	XP_073779022.1	30.409	171	90	9	36	199	65	213	0.043	37.0
NP_536684.2	NP_955907.1	22.404	183	135	4	30	206	49	230	0.046	36.6
NP_536684.2	NP_001040655.1	25.000	120	80	4	27	140	39	154	0.20	34.7
NP_536684.2	NP_001030144.1	24.818	137	83	5	156	272	807	943	0.26	35.0
NP_536684.2	XP_005172653.1	24.818	137	83	5	156	272	845	981	0.27	35.0
NP_536684.2	XP_009303356.1	24.818	137	83	5	156	272	845	981	0.31	34.7
NP_536684.2	XP_073773737.1	24.862	181	123	7	30	206	8	179	0.42	33.5
NP_536684.2	NP_001002205.1	26.455	189	126	5	34	211	10	196	0.88	32.7
NP_536684.2	NP_987120.1	27.273	154	99	5	18	164	29	176	3.2	31.2
NP_536684.2	XP_073779345.1	27.273	154	99	5	18	164	85	232	6.4	30.0
NP_536684.2	XP_073779344.1	27.273	154	99	5	18	164	87	234	6.7	30.0
NP_536684.2	XP_005164073.1	32.857	70	44	2	27	95	157	224	8.0	30.0
NP_038572.3	NP_956879.1	30.539	334	208	12	10	331	4	325	1.57e-39	144
NP_038572.3	NP_571779.1	27.190	331	218	11	10	331	4	320	6.55e-32	123
NP_038572.3	XP_005171048.2	26.686	341	231	9	8	331	59	397	7.15e-29	116
NP_038572.3	XP_073791434.1	27.299	348	223	10	4	328	8	348	1.02e-28	115
NP_038572.3	XP_021332410.1	27.458	295	197	8	52	331	4	296	2.09e-27	111
NP_038572.3	NP_001274026.1	26.948	308	206	9	39	331	40	343	4.69e-27	111
NP_038572.3	NP_001077014.1	25.817	306	194	9	40	324	49	342	1.89e-25	106
NP_038572.3	NP_919406.1	27.881	269	182	7	39	299	40	304	3.53e-25	105
NP_038572.3	NP_001070109.1	26.471	306	200	11	11	308	7	295	8.74e-25	103
NP_038572.3	NP_956700.1	25.175	286	197	8	10	289	4	278	1.74e-23	100
NP_038572.3	XP_005171054.1	27.778	270	180	9	39	299	40	303	1.07e-22	98.2
NP_038572.3	XP_073799868.1	26.198	313	210	10	4	301	8	314	1.44e-20	92.0
NP_038572.3	XP_073791566.1	27.344	256	174	7	52	299	4	255	4.35e-19	87.8
NP_038572.3	XP_073799869.1	27.778	234	159	6	71	296	21	252	1.17e-18	85.5
NP_038572.3	XP_001340413.5	32.000	150	93	6	188	331	179	325	2.41e-12	68.6
NP_038572.3	XP_073800476.1	32.000	150	93	6	188	331	179	325	3.47e-12	68.2
NP_038572.3	XP_073799311.1	31.677	161	100	6	179	331	45	203	4.19e-11	63.2
NP_038572.3	XP_068073540.1	27.049	244	165	6	87	325	84	319	2.65e-10	62.4
NP_038572.3	NP_571565.1	28.846	104	72	1	207	308	110	213	9.35e-10	59.7
NP_038572.3	XP_073798923.1	25.652	230	152	10	112	331	111	331	1.46e-08	57.4
NP_038572.3	XP_017209800.1	25.847	236	144	11	112	331	111	331	1.92e-08	56.6
NP_038572.3	XP_073797746.1	29.054	148	100	4	181	325	172	317	5.36e-08	55.5
NP_038572.3	XP_073798925.1	27.660	141	97	3	188	324	161	300	1.08e-07	54.3
NP_038572.3	XP_073797747.1	28.846	156	104	5	181	331	172	325	1.17e-07	54.3
NP_038572.3	XP_073798924.1	27.660	141	97	3	188	324	179	318	1.31e-07	53.9
NP_038572.3	NP_571770.1	27.907	86	61	1	224	308	121	206	4.63e-07	51.6
NP_038572.3	NP_001007168.1	33.333	96	58	3	209	300	114	207	4.68e-07	52.0
NP_038572.3	XP_021330605.1	24.852	169	110	5	40	203	49	205	5.89e-07	51.6
NP_038572.3	XP_068073399.1	25.490	204	141	7	111	305	101	302	1.07e-06	51.2
NP_038572.3	XP_073797760.1	30.709	127	80	5	188	307	172	297	1.09e-06	51.2
NP_038572.3	XP_073797759.1	30.709	127	80	5	188	307	172	297	1.09e-06	51.2
NP_038572.3	NP_571552.1	31.818	110	67	4	223	326	127	234	1.14e-06	50.4
NP_038572.3	XP_068073400.1	28.682	129	84	5	184	305	50	177	1.07e-05	47.4
NP_038572.3	NP_001071221.2	25.781	128	81	5	209	326	113	236	2.25e-05	47.0
NP_038572.3	XP_068080076.2	30.380	79	49	2	224	300	157	231	7.04e-05	45.4
NP_038572.3	XP_073774213.1	27.826	115	73	5	197	304	104	215	9.62e-05	45.8
NP_038572.3	XP_073774213.1	30.952	84	47	3	221	295	522	603	0.050	37.0
NP_038572.3	XP_073774213.1	36.585	41	23	1	227	267	237	274	2.8	31.6
NP_038572.3	XP_073771003.1	30.380	79	49	2	224	300	123	197	1.03e-04	45.1
NP_038572.3	XP_073771002.1	30.380	79	49	2	224	300	112	186	1.18e-04	44.7
NP_038572.3	NP_001070245.1	23.684	190	134	4	147	326	47	235	1.84e-04	43.9
NP_038572.3	XP_005159251.1	26.415	106	74	1	225	326	130	235	1.94e-04	43.9
NP_038572.3	XP_001920945.3	27.826	115	73	5	197	304	104	215	2.36e-04	44.7
NP_038572.3	XP_001920945.3	25.439	114	74	3	221	325	522	633	0.054	37.0
NP_038572.3	XP_001920945.3	40.625	32	19	0	220	251	628	659	1.2	32.7
NP_038572.3	XP_001920945.3	36.585	41	23	1	227	267	237	274	3.2	31.6
NP_038572.3	XP_073800755.1	23.770	122	83	3	188	299	1050	1171	0.006	40.0
NP_038572.3	NP_001077299.1	27.273	110	65	4	225	320	310	418	0.014	38.9
NP_038572.3	NP_001116098.1	25.000	104	60	3	204	289	41	144	0.85	32.3
NP_038572.3	XP_073800806.1	25.610	82	44	3	223	294	215	289	1.3	32.3
NP_038572.3	XP_073800805.1	25.610	82	44	3	223	294	215	289	1.3	32.3
NP_038572.3	XP_073800804.1	25.610	82	44	3	223	294	215	289	1.3	32.3
NP_038572.3	XP_073800803.1	25.610	82	44	3	223	294	215	289	1.3	32.3
NP_038572.3	XP_073800780.1	30.120	83	50	5	220	296	157	237	1.7	32.3
NP_038572.3	XP_073800764.1	25.610	82	44	3	223	294	472	546	1.8	32.3
NP_038572.3	XP_073800764.1	30.120	83	50	5	220	296	157	237	2.2	32.0
NP_038572.3	XP_073800774.1	30.120	83	50	5	220	296	160	240	1.8	32.0
